1	14	12
2	14	3
3	-11	-23
4	-9	25
5	4	7
6	-26	21
7	3	-3
8	-28	-24
9	-11	-30
10	13	-28
11	19	-8
12	5	-8
13	-1	5
14	7	5
15	-23	-3
16	9	28
17	-33	-7
18	23	28
19	-26	-20
20	-2	32
21	-19	6
22	26	-14
23	-9	22
24	4	28
25	-30	-24
26	30	-2
27	-22	13
28	3	6
29	4	12
30	-6	-21
31	-31	2
32	-19	3
33	7	6
34	32	-29
35	23	-20
36	11	4
37	17	20
38	-33	-4
39	-1	-22
40	-16	-12
41	-5	-13
42	-19	-5
43	27	20
44	-2	-2
45	-3	-24
46	-2	22
47	-24	15
48	-6	-33
49	-26	6
50	19	-2
51	-16	-28
52	-32	-24
53	-22	-26
54	-19	30
55	16	6
56	21	16
57	23	-24
58	-20	6
59	-5	-8
60	-28	7
61	-29	30
62	10	-6
63	-10	21
64	-1	3
65	-29	-8
66	-6	4
67	-25	32
68	10	8
69	16	19
70	7	-25
71	15	-11
72	-13	8
73	-13	9
74	-19	-19
75	11	-28
76	6	23
77	-32	-1
78	26	-15
79	33	-17
80	16	5
81	17	16
82	-3	33
83	2	7
84	5	-26
85	1	-16
86	-6	-4
87	-24	-1
88	13	-25
89	9	-17
90	33	-1
91	-15	31
92	14	4
93	8	-15
94	12	-16
95	-9	-27
96	-22	-10
97	-33	-13
98	-29	-1
99	-19	14
100	-17	-22
101	-16	33
102	30	32
103	4	-8
104	-28	4
105	13	-27
106	-18	27
107	25	-1
108	-5	8
109	18	29
110	-13	29
111	-15	-22
112	2	-15
113	1	19
114	14	-21
115	-11	27
116	14	-11
117	-14	24
118	-20	-7
119	-6	-22
120	-10	30
121	8	23
122	21	-31
123	3	0
124	-18	5
125	16	17
126	-23	-8
127	-16	-7
128	-24	-2
129	-11	24
130	3	15
131	33	-29
132	18	-16
133	5	31
134	10	-17
135	33	0
136	-19	-20
137	30	-8
138	-3	-30
139	15	27
140	-9	1
141	30	7
142	7	-6
143	-29	12
144	-4	29
145	-14	32
146	-23	21
147	32	28
148	11	-17
149	11	11
150	14	15
151	17	20
152	32	-18
153	12	19
154	32	17
155	28	8
156	31	23
157	1	-24
158	-29	29
159	20	-19
160	1	17
161	-11	-21
162	8	-20
163	10	20
164	-6	6
165	-19	23
166	16	14
167	20	11
168	2	9
169	-31	-3
170	-23	-11
171	2	-23
172	-22	12
173	-30	-17
174	-33	7
175	17	14
176	16	-28
177	8	-8
178	15	15
179	-14	-21
180	-17	18
181	9	0
182	30	17
183	20	-23
184	-4	31
185	-10	-5
186	14	-8
187	-3	-26
188	18	-14
189	33	-23
190	22	-28
191	24	6
192	-5	28
193	22	-17
194	-5	29
195	15	-3
196	5	30
197	11	12
198	16	28
199	31	-3
200	16	-9
201	-23	20
202	-8	15
203	17	-26
204	-12	-26
205	-25	-18
206	33	-1
207	-12	15
208	32	-22
209	-25	-28
210	23	4
211	-7	-1
212	5	-5
213	13	-4
214	18	31
215	25	32
216	32	-31
217	11	-21
218	22	28
219	26	-23
220	10	21
221	-5	30
222	-9	30
223	-31	8
224	24	16
225	15	-26
226	4	18
227	-1	-27
228	-31	10
229	-22	4
230	2	5
231	-5	-21
232	-19	-18
233	-6	3
234	0	33
235	-20	-24
236	-25	33
237	1	-3
238	32	18
239	-20	27
240	-23	-32
241	-27	-14
242	-11	-5
243	-9	3
244	-28	-15
245	-8	-5
246	-27	31
247	-2	-27
248	-32	-3
249	9	27
250	-17	23
251	25	-26
252	-10	-25
253	-28	28
254	-33	-11
255	-8	-13
256	2	29
257	-8	-31
258	8	10
259	-8	-17
260	24	-23
261	-19	-19
262	22	23
263	-24	-4
264	-27	-27
265	23	-2
266	4	10
267	7	31
268	-2	-29
269	13	27
270	-27	-33
271	8	-18
272	7	-25
273	24	7
274	-1	8
275	30	-26
276	-17	14
277	-28	-10
278	-13	8
279	31	-32
280	-8	-25
281	-15	9
282	-7	-17
283	8	-13
284	29	28
285	28	10
286	-3	-7
287	-14	-18
288	12	-33
289	-20	6
290	9	-10
291	22	-2
292	-32	-29
293	31	9
294	24	-19
295	-9	11
296	-30	-21
297	30	6
298	1	33
299	17	24
300	-18	15
301	-26	31
302	6	-4
303	8	17
304	-27	-30
305	-30	-33
306	0	-2
307	-10	12
308	14	-32
309	-12	26
310	4	9
311	16	-13
312	3	-26
313	17	26
314	17	3
315	28	10
316	31	-21
317	1	9
318	21	-2
319	-4	19
320	-5	-21
321	8	25
322	-29	11
323	9	20
324	-20	-25
325	-24	12
326	31	-10
327	24	22
328	-15	15
329	-23	19
330	-2	-32
331	-26	-16
332	27	20
333	6	-19
334	21	2
335	16	-3
336	33	-22
337	3	25
338	10	-4
339	2	0
340	-17	18
341	-30	-30
342	-22	14
343	-7	-13
344	-25	12
345	-11	2
346	-15	9
347	7	1
348	-19	31
349	-11	-28
350	2	-6
351	-4	-20
352	-26	13
353	16	-19
354	15	-27
355	25	-7
356	-26	1
357	29	1
358	-26	-25
359	4	27
360	25	26
361	19	-33
362	7	-1
363	28	-7
364	27	-21
365	5	13
366	5	-13
367	-29	17
368	-33	0
369	8	1
370	-24	-18
371	15	24
372	-6	28
373	20	4
374	19	12
375	-4	10
376	-6	-29
377	-31	14
378	13	1
379	17	-17
380	-30	-33
381	8	-3
382	22	27
383	14	32
384	-6	-18
385	18	25
386	13	17
387	22	-7
388	33	15
389	28	-4
390	3	7
391	16	11
392	30	-33
393	-12	-17
394	-17	-3
395	-16	25
396	-18	-17
397	26	32
398	31	-11
399	21	-20
400	-24	1
401	32	-31
402	6	32
403	-16	24
404	24	12
405	12	-14
406	-3	32
407	-17	33
408	3	-9
409	-15	-14
410	-17	-1
411	-27	33
412	-4	25
413	9	-32
414	9	19
415	32	-10
416	-26	12
417	0	-16
418	6	13
419	9	-6
420	33	13
421	-31	-17
422	-31	-24
423	-27	-18
424	-29	-20
425	-6	-15
426	16	-10
427	8	-24
428	-4	-16
429	-33	-19
430	1	4
431	-26	-31
432	10	-14
433	-22	-31
434	-25	-17
435	-10	-4
436	-4	0
437	-6	15
